"STATISTIC","Statistic Label","C02363V02844","Consumer Item","TLIST(M1)","Month","UNIT","VALUE"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200804","2008M04","Euro","22.725"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200805","2008M05","Euro","22.791"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200806","2008M06","Euro","23.737"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200807","2008M07","Euro","23.701"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200808","2008M08","Euro","23.126"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200809","2008M09","Euro","23.123"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200810","2008M10","Euro","23.387"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200811","2008M11","Euro","22.874"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200812","2008M12","Euro","21.814"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200901","2009M01","Euro","23.808"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200902","2009M02","Euro","22.252"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200903","2009M03","Euro","22.611"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200904","2009M04","Euro","22.288"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200905","2009M05","Euro","21.499"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200906","2009M06","Euro","19.466"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200907","2009M07","Euro","21.237"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200908","2009M08","Euro","21.049"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200909","2009M09","Euro","20.86"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200910","2009M10","Euro","20.539"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200911","2009M11","Euro","20.7"
"CPM04","National Average  Price","10030","Striploin steak per kg.","200912","2009M12","Euro","20.433"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201001","2010M01","Euro","20.676"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201002","2010M02","Euro","20.011"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201003","2010M03","Euro","19.628"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201004","2010M04","Euro","19.796"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201005","2010M05","Euro","20.251"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201006","2010M06","Euro","20.246"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201007","2010M07","Euro","20.367"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201008","2010M08","Euro","20.149"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201009","2010M09","Euro","20.35"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201010","2010M10","Euro","20.398"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201011","2010M11","Euro","20.262"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201012","2010M12","Euro","20.171"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201101","2011M01","Euro","20.061"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201102","2011M02","Euro","19.016"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201103","2011M03","Euro","20.199"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201104","2011M04","Euro","20.292"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201105","2011M05","Euro","20.547"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201106","2011M06","Euro","20.768"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201107","2011M07","Euro","21.427"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201108","2011M08","Euro","21.575"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201109","2011M09","Euro","21.706"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201110","2011M10","Euro","21.629"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201111","2011M11","Euro","20.619"
"CPM04","National Average  Price","10030","Striploin steak per kg.","201112","2011M12","Euro","19.518"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200112","2001M12","Euro","8.726"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200201","2002M01","Euro","8.648"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200202","2002M02","Euro","8.666"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200203","2002M03","Euro","8.495"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200204","2002M04","Euro","8.604"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200205","2002M05","Euro","8.546"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200206","2002M06","Euro","8.616"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200207","2002M07","Euro","8.604"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200208","2002M08","Euro","8.761"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200209","2002M09","Euro","8.693"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200210","2002M10","Euro","8.795"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200211","2002M11","Euro","8.789"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200212","2002M12","Euro","8.751"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200301","2003M01","Euro","8.633"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200302","2003M02","Euro","8.404"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200303","2003M03","Euro","8.509"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200304","2003M04","Euro","8.761"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200305","2003M05","Euro","8.433"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200306","2003M06","Euro","8.574"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200307","2003M07","Euro","8.814"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200308","2003M08","Euro","8.586"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200309","2003M09","Euro","8.419"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200310","2003M10","Euro","8.582"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200311","2003M11","Euro","8.643"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200312","2003M12","Euro","8.624"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200401","2004M01","Euro","8.646"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200402","2004M02","Euro","8.631"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200403","2004M03","Euro","8.668"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200404","2004M04","Euro","8.7"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200405","2004M05","Euro","8.608"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200406","2004M06","Euro","8.831"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200407","2004M07","Euro","8.801"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200408","2004M08","Euro","8.751"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200409","2004M09","Euro","8.985"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200410","2004M10","Euro","8.856"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200411","2004M11","Euro","8.554"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200412","2004M12","Euro","8.829"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200501","2005M01","Euro","8.766"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200502","2005M02","Euro","8.841"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200503","2005M03","Euro","8.913"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200504","2005M04","Euro","8.479"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200505","2005M05","Euro","8.516"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200506","2005M06","Euro","8.249"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200507","2005M07","Euro","8.268"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200508","2005M08","Euro","8.338"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200509","2005M09","Euro","8.377"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200510","2005M10","Euro","8.11"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200511","2005M11","Euro","8.155"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200512","2005M12","Euro","8.524"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200601","2006M01","Euro","8.586"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200602","2006M02","Euro","8.794"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200603","2006M03","Euro","8.72"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200604","2006M04","Euro","8.786"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200605","2006M05","Euro","8.784"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200606","2006M06","Euro","8.781"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200607","2006M07","Euro","9.226"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200608","2006M08","Euro","9.313"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200609","2006M09","Euro","9.179"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200610","2006M10","Euro","9.372"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200611","2006M11","Euro","9.156"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200612","2006M12","Euro","9.228"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200701","2007M01","Euro","9.636"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200702","2007M02","Euro","9.716"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200703","2007M03","Euro","9.719"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200704","2007M04","Euro","9.645"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200705","2007M05","Euro","9.227"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200706","2007M06","Euro","9.708"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200707","2007M07","Euro","9.609"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200708","2007M08","Euro","9.771"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200709","2007M09","Euro","9.63"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200710","2007M10","Euro","9.562"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200711","2007M11","Euro","9.228"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200712","2007M12","Euro","9.615"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200801","2008M01","Euro","10.051"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200802","2008M02","Euro","10.288"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200803","2008M03","Euro","10.526"
"CPM04","National Average  Price","10040","Roast beef topside/rib per kg.","200804","2008M04","Euro","10.554"
